input_file,factor,color,canonical_key,page,bbox,match_type,match_score,color_match,mapped_json,notes
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$40,#212529,40--af3e133428,1,"[483.8900146484375, 140.4349822998047, 498.9020080566406, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,I,#212529,i--042dc4512f,1,"[524.739990234375, 95.07499694824219, 527.2420043945312, 107.44100189208984]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Credit Card Open Totals: (No Retail),#212529,credit_card_open_totals_no_retail--2260470af1,1,"[56.689998626708984, 185.83001708984375, 210.70692443847656, 198.2230224609375]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$6,826",#212529,6_826--d00482a4a9,1,"[340.9800109863281, 185.83001708984375, 368.50201416015625, 198.2230224609375]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$21,000",#212529,21_000--91697e1943,1,"[387.0, 185.83001708984375, 419.5260009765625, 198.2230224609375]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,33%,#212529,33--b6692ea5df,1,"[429.8699951171875, 185.83001708984375, 447.8789978027344, 198.2230224609375]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$256,#212529,256--dd7c1a3d9d,1,"[478.8800048828125, 185.83001708984375, 498.89599609375, 198.2230224609375]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Revolving Accounts - Authorized User,#374151,revolving_accounts_authorized_user--5e6d1c92d8,1,"[56.689998626708984, 228.3499755859375, 220.71493530273438, 240.74298095703125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Balance,#374151,balance--8dfa30e024,1,"[333.989990234375, 72.44001007080078, 368.5049743652344, 84.8330078125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Limit,#374151,limit--e4d68c5a97,1,"[398.0299987792969, 72.44001007080078, 419.5310363769531, 84.8330078125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,%,#374151,--da39a3ee5e,1,"[439.8699951171875, 72.44001007080078, 447.8710021972656, 84.8330078125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,Payment Resp,#374151,payment_resp--bc5fc6bcd4,1,"[461.3900146484375, 72.44001007080078, 527.2450561523438, 84.8330078125]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
